Id,Name,Applications__c,Brand_Name__c,Chemical_Name__c,Applicants__c,Funding_requested_for__c,Stage__c,Pharmaceutical__c,Community_URL__c,Therapeutic_group__c,Application Received date,Last Update date,Days elapsed between application and last update,Days until Seeking Clinical Advice,Days until Under Assessment,Days until Options Compared,Days until Under Consultation,Days until Reviewing Consultation Feedback,Days until Decision,Application Received dates,Seeking Clinical Advice dates,Under Assessment dates,Options Compared dates,Under Consultation dates,Reviewing Consultation Feedback dates,Decision dates,Outcome__c,Summary__c,FDA_ApprovalDate,TGA_ApprovalDate,MedSafe_ApprovalDate
a0ROZ000001jUar2AE,Midostaurin,A-00808 A-03077 A-03048 A-03279,,Midostaurin,"NOVARTIS NEW ZEALAND LIMITED, Clinician","Acute myeloid leukaemia (AML), FLT3-mutation positive",Decision,Midostaurin,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000008ptwH,Oncology Agents and Immunosuppressants,2019-08-22 00:00:00,2024-02-26 00:00:00,1649,213,245,30,1095,31,31,"2019-08-22:Application received
2019-09-16:Received Additional Information
2019-10-21:Received Additional Information
2020-02-29:Received Additional Information","2020-03-20:Clinical advice required
2020-06-17:Clinical advice required
2020-06-18:Assigned to Cancer Treatments Subcommittee (CaTSoP) meeting to provide advice on Friday 3 July 2020
2020-09-29:Clinical advice received from Cancer Treatments Subcommittee (CaTSoP) at meeting Friday 3 July 2020.",2020-11-24:Working to compare options,2020-12-16:The relative ranking of the pharmaceutical application has been completed.,2023-12-12:Public consultation for this application is active.,2024-01-10:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2024-02-26:The funding application has been approved.,High,2019-09: Clinician application received; <p>2019-10: Clinician application received</p>; 2020-02: Supplier application received; https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/decision-to-fund-treatments-for-breast-cancer-and-leukaemia,2017-04-28,2018-05-17,2019-10-24
a0R2P000000f07QUAQ,Gemtuzumab ozogamicin,A-03064 A-03351,Mylotarg,Gemtuzumab ozogamicin,"PFIZER NEW ZEALAND LIMITED, Clinician",For use in combination with daunorubicin and cytarabine for treatment of de novo acute myeloid leukaemia,Decision,Gemtuzumab ozogamicin (Mylotarg),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000A613f,Oncology Agents and Immunosuppressants,2019-09-25 00:00:00,2022-06-14 00:00:00,993,274,153,30,516,31,0,"2019-09-25:Application received
2020-02-29:Received Additional Information
2020-04-30:Received Additional Information
2020-05-14:Received Additional Information","2020-06-11:Clinical advice required
2020-06-18:Assigned to Cancer Treatments Subcommittee (CaTSoP) meeting to provide advice on Friday 3 July 2020
2020-09-29:Clinical advice received from Cancer Treatments Subcommittee (CaTSoP) at meeting Friday 3 July 2020.
2020-10-16:Clinical advice received from Cancer Treatments Subcommittee (CaTSoP) at meeting Friday 16 October 2020.
2021-01-10:Clinical advice required
2021-05-12:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Friday 19 February 2021.",2020-11-24:Working to compare options,"2020-12-16:The relative ranking of the pharmaceutical application has been completed.
2021-06-25:The relative ranking of the pharmaceutical application has been completed.",2022-05-19:Public consultation for this application is active.,2022-06-14:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2022-06-14:The funding application has been approved.,High; High; No Formal Recommendation,"<p>2020-02: Received Clinician Application</p>; <p>2020-04: Received Clinician Application</p>; <p>2020-05: Received Supplier Application</p>; <p><a href=""https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/2022-05-19-proposals-to-fund-treatments-for-people-with-breast-and-blood-cancers/"" target=""_blank"">Consultation for breast and blood cancer</a></p>; https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/2022-06-10-decision-to-fund-treatments-for-people-with-breast-and-blood-cancers/",2017-09-01,2020-04-09,2021-11-11
a0ROZ000004CCCo2AO,Everolimus,A-03065,Afinitor,Everolimus,Clinician,Tuberous sclerosis (TSC) 2 years & older with refractory epilepsy,Decision,Everolimus (Afinitor),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P0000094ozS,Oncology Agents and Immunosuppressants,2019-09-25 00:00:00,2024-07-23 00:00:00,1763,30,123,121,1278,62,151,2019-09-25:Application received,"2019-10-15:Clinical advice required
2019-11-28:Assigned to Pharmacology and Therapeutics Advisory Committee (PTAC) meeting to provide advice on Thursday 14 November 2019
2020-02-25:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 14 November 2019.",2020-02-25:Working to compare options,"2020-06-23:The relative ranking of the pharmaceutical application has been completed.
2021-03-11:The relative ranking of the pharmaceutical application has been completed.",2023-12-18:Public consultation for this application is active.,2024-02-12:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2024-07-23:The funding application has been declined.,High,,2009-03-30,2005-03-17,2005-10-20
a0R2P000000QN4zUAG,Sirolimus,A-03065,,Sirolimus,Clinician,Refractory epilepsy associated with tuberous sclerosis complex,Decision,Sirolimus,https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000AAq3k,Oncology Agents and Immunosuppressants,2019-09-25 00:00:00,2021-01-22 00:00:00,485,30,213,31,122,0,92,2019-09-25:Application received,"2019-10-15:Clinical advice required
2019-11-28:Assigned to Pharmacology and Therapeutics Advisory Committee (PTAC) meeting to provide advice on Thursday 14 November 2019
2020-02-25:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 14 November 2019.",2020-05-21:Working to compare options,2020-06-23:The relative ranking of the pharmaceutical application has been completed.,2020-10-07:Public consultation for this application is active.,2020-10-20:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2021-01-22:The funding application has been approved.,High,https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/decision-2020-12-23-sirolimus/?type=Decision&amp;page=1,1999-09-15,2002-05-21,2006-03-30
a0R2P000000SVhjUAG,Riboflavin (vitamin B2),A-03070,Solgar,Riboflavin (vitamin B2),Clinician,"Treatment (while awaiting diagnostic results) of relevant riboflavin responsive metabolic conditions: Brown Vialetto van Laere, Multiple acyl-CoA dehydrogenase deificiency (MADD), lipid storage myopathy",Decision,Riboflavin (vitamin B2) (Solgar),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000ACs5c,,2019-10-21 00:00:00,2021-04-12 00:00:00,539,,,,489,0,59,"2019-10-21:Application received
2020-07-07:Seeking further information.",,,,"2021-02-05:Public consultation for this application is active.
2021-04-06:Public consultation for this application is active.","2021-02-22:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.
2021-04-06:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.",2021-04-12:The funding application has been approved.,,"<p><span style=""font-size: 14px; color: rgb(62, 62, 60);"">We are pleased to announce a decision to fund six treatments for people with rare metabolic disorders. Click the link below to see the treatments that will be listed on the Pharmaceutical Schedule from 1 May 2021.</span></p>",1947-07-28,,1965-10-29
a0ROZ000000W5pU2AS,lumacaftor/ivacaftor,A-03055,ORKAMBI,lumacaftor/ivacaftor,Consumer,"Cystic Fibrosis, F508del gene mutations",Decision,lumacaftor/ivacaftor (ORKAMBI),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000ABukK,,2019-10-21 00:00:00,2023-11-07 00:00:00,1478,731,638,0,31,31,61,"2019-10-21:Application received
2020-07-07:Awaiting registration with Medsafe.",2021-10-01:Clinical advice received from  at meeting TBD.,2023-07-04:Working to compare options,2023-07-06:The relative ranking of the pharmaceutical application has been completed.,2023-08-01:Public consultation for this application is active.,2023-09-02:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2023-11-07:The funding application has been declined.,,"<p>Lumacaftor/ivacaftor (ORKAMBI) was discussed by the Respiratory Subcommittee of PTAC at its meeting on Thursday 26 August 2021 during the discussion on Elexacaftor/tezacaftor/ivacaftor and ivacaftor (ELX/TEZ/IVA) (Trikafta®). The Subcommittee noted that: 1.24. Study 107 (ClinicalTrials.gov Identifier: NCT04183790): a roll-over study from Study 106 investigating the long-term safety, tolerability, efficacy, and pharmacodynamics of ELX/TEZ/IVA in patients with CF aged between 6 and 11 years. The Subcommittee noted an indirect comparison of ELX/TEZ/IVA against placebo, lumacaftor (LUM)/IVA and TEZ/IVA and IVA alone submitted by the supplier. The Subcommittee considered that it was an appropriately designed network meta-analysis that included consistent trial designs and study populations (limited to those aged 12 and over) for comparison, large effect sizes, consistent results across outcome measures, and evidence of a dose response that indicated that triple therapy (ELX/TEZ/IVA) was more effective than double or single therapies, which were in turn more effective than best supportive care.</p><p><br></p><p>Please see the following record for further information:</p><p>https://pharmac.govt.nz/assets/2021-08-26-Respiratory-Subcommittee-record-.pdf</p>; <p><span style=""color: rgb(68, 68, 68);"">We are proposing to decline this application because since</span> this application was received we have funded an alternative medicine <a href=""https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000BJo9L/p001708"" target=""_blank"">elexacaftor with tezacaftor and ivacaftor triple therapy (Trikafta)</a> for cystic fibrosis in people aged 6 years and over with F508del gene mutations</p>",2012-01-31,2013-07-09,2013-12-05
a0ROZ0000007XYj2AM,Linezolid and bedaquiline,A-03108,Situro,Linezolid and bedaquiline,Clinician,MDR tuberculosis,Decision,Linezolid and bedaquiline (Situro),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000AABsA,Infections - Agents for Systemic Use,2019-11-01 00:00:00,2023-06-12 00:00:00,1319,182,0,31,1064,31,0,2019-11-01:Application received,"2020-05-20:Clinical advice required
2020-05-20:Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 20 February 2020.",2020-05-20:Working to compare options,2020-06-23:The relative ranking of the pharmaceutical application has been completed.,2023-05-23:Public consultation for this application is active.,2023-06-07:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2023-06-12:The funding application has been approved.,High,"<p>We are seeking feedback on a proposal to fund bedaquiline and linezolid for treatment of people with multi-drug resistant tuberculosis (MDR-TB) for both community and hospital use, to allow people with MDR-TB to be treated in the community where appropriate, from 1 July 2023. </p><p><br></p>; <p><span style=""font-size: 14px;"">Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.</span></p>; <p>The funding application has been approved</p>",2000-04-18,2001-09-24,2001-11-01
a0ROZ000002BrKr2AK,Buprenorphine modified release solution for injection (Sublocade),A-03106,SUBLOCADE®,Buprenorphine modified release solution for injection (Sublocade),PHARMACY RETAILING (NZ) LIMITED,"Opioid dependence, maintenance treatment",Options Compared,Buprenorphine modified release solution for injection (Sublocade) (SUBLOCADE®),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P00000Al9Ir,Nervous System,2019-11-07 00:00:00,2023-01-26 00:00:00,1176,366,760,31,,,,2019-11-07:Application received,"2020-11-29:Clinical advice required
2021-07-30:Assigned to Mental Health Subcommittee meeting to provide advice on Friday 10 September 2021
2021-12-06:Clinical advice received from Mental Health Subcommittee at meeting Friday 10 September 2021.",2022-12-06:Working to compare options,"2023-01-26:The relative ranking of the pharmaceutical application has been completed.
2024-03-25:The relative ranking of the pharmaceutical application has been completed.",,,,High,,1981-12-29,1991-09-30,1979-05-24
a0ROZ000004CIdG2AW,Adalimumab/etanercept,A-03200,Humira,Adalimumab/etanercept,ABBVIE LIMITED,Rheumatoid arthritis - amendment to SA criteria to include patient-reported outcomes,Decision,Adalimumab/etanercept (Humira),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000009lJ0i,Musculoskeletal System,2019-11-11 00:00:00,2024-07-29 00:00:00,1722,121,518,122,730,62,151,2019-11-11:Application received,"2020-03-02:Clinical advice required
2021-05-04:Clinical advice required
2021-05-04:Assigned to Rheumatology Subcommittee meeting to provide advice on Friday 14 May 2021
2021-07-26:Clinical advice received from Rheumatology Subcommittee at meeting Friday 14 May 2021.",2021-08-27:Working to compare options,2021-12-14:The relative ranking of the pharmaceutical application has been completed.,2023-12-18:Public consultation for this application is active.,2024-02-12:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2024-07-29:The funding application has been declined.,Decline,,1998-11-02,2003-03-18,2002-01-31
a0R2P000000SddgUAC,Adalimumab/etanercept,A-03200,Humira,Adalimumab/etanercept,ABBVIE LIMITED,"Rheumatoid arthritis, reduce number of prior DMARDs from 3 to 2",Under Assessment,Adalimumab/etanercept (Humira),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000009lJ0Y,Oncology Agents and Immunosuppressants,2019-11-11 00:00:00,2021-06-09 00:00:00,576,121,426,31,,,,2019-11-11:Application received,"2020-03-02:Clinical advice required
2021-05-04:Clinical advice required
2021-05-04:Assigned to Rheumatology Subcommittee meeting to provide advice on Friday 14 May 2021
2021-07-26:Clinical advice received from Rheumatology Subcommittee at meeting Friday 14 May 2021.","2021-05-31:Working to compare options
2025-08-15:Working to compare options",2021-06-09:The relative ranking of the pharmaceutical application has been completed.,,,,Medium,,1998-11-02,2003-03-18,2002-01-31
a0R2P000000Uw3rUAC,Adalimumab/etanercept,A-03200,Humira,Adalimumab/etanercept,ABBVIE LIMITED,Rheumatoid arthritis - amendment to SA criteria to reduce joint counts,Decision,Adalimumab/etanercept (Humira),https://connect.pharmac.govt.nz/apptracker/s/application-public/a102P000009lJ0n,Oncology Agents and Immunosuppressants,2019-11-11 00:00:00,2021-11-23 00:00:00,743,121,426,31,92,30,31,2019-11-11:Application received,"2020-03-02:Clinical advice required
2021-05-04:Clinical advice required
2021-05-04:Assigned to Rheumatology Subcommittee meeting to provide advice on Friday 14 May 2021
2021-07-26:Clinical advice received from Rheumatology Subcommittee at meeting Friday 14 May 2021.",2021-05-31:Working to compare options,2021-06-09:The relative ranking of the pharmaceutical application has been completed.,2021-09-01:Public consultation for this application is active.,2021-10-28:Public consultation for this application is now closed. Pharmac is reviewing consultation feedback.,2021-11-23:The funding application has been approved.,High,https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/2021-08-26-proposal-to-widen-access-to-adalimumab-and-award-principal-supply/; https://pharmac.govt.nz/news-and-resources/consultations-and-decisions/2021-11-17-decision-to-widen-access-to-adalimumab-and-award-principal-supply/,1998-11-02,2003-03-18,2002-01-31
